sale_id,sale_reference,product_id,customer_id,employee_id,quantity,sale_date,state,town,method_of_payment
12239,fa6ff2d6,127,65,15,4,8/18/2023 23:14,Arkansas,North Adamton,Credit Card
12240,5ec3f0a7,92,194,2,2,4/22/2023 1:25,Kentucky,Justinton,Debit Card
12241,391cedfc,85,290,10,5,8/9/2022 22:05,New York,Sandraport,Credit Card
12242,9a9e8f7a,111,22,10,2,10/7/2024 18:27,Virginia,West Carrie,Credit Card
12243,3fccda13,102,233,1,3,3/26/2022 21:02,Pennsylvania,South Kevin,Cash
12244,8667f7bf,108,44,7,4,8/7/2021 20:10,Indiana,Murphyberg,Mobile Payment
12245,de8006d0,9,295,2,3,12/31/2022 1:57,Louisiana,Port Michellefurt,Cash
12246,54204ce6,101,101,1,1,5/25/2021 6:22,Minnesota,South Jasonchester,Debit Card
12247,b9023fba,4,223,10,2,9/28/2022 22:18,Rhode Island,West Thomastown,Cash
12248,368f5897,18,54,12,1,12/7/2025 15:19,Missouri,Sarahborough,Cash
12249,805d82fd,68,447,1,3,5/6/2024 21:49,Montana,Duncanland,Credit Card
12250,50490196,2,72,3,5,9/29/2020 22:54,Colorado,Port Patricia,Debit Card
12251,1aa688a4,1,36,2,3,6/19/2021 17:01,Mississippi,East Jeffrey,Credit Card
12252,1a9b3c19,86,347,13,1,7/15/2022 2:37,Delaware,Scotthaven,Mobile Payment
12253,d8411d7a,48,426,14,5,11/14/2020 13:01,California,East Kristin,Mobile Payment
12254,3b48bff4,33,83,15,1,11/8/2022 19:23,Kentucky,North Tina,Mobile Payment
12255,97d4111b,57,114,9,4,3/16/2024 9:09,Minnesota,Carrollville,Debit Card
12256,8eadd66d,38,323,7,4,4/8/2023 10:57,New Mexico,Dickersonburgh,Cash
12257,ca08d7bc,146,236,15,1,9/23/2021 7:38,Virginia,Port Kurt,Mobile Payment
12258,5f475369,107,25,13,5,3/20/2023 3:19,Louisiana,Lake Shaunmouth,Debit Card
12259,2ae57d09,60,421,11,2,8/25/2022 10:16,Montana,Maloneport,Debit Card
12260,56ec68f2,132,174,7,4,1/23/2023 23:18,Washington,North Lawrenceborough,Cash
12261,b6fa29d5,59,255,15,2,4/27/2020 2:51,Mississippi,Lake Andrewland,Mobile Payment
12262,51fc51ba,37,281,4,4,4/26/2024 1:00,North Dakota,West Stephanietown,Debit Card
12263,b6bbdbcb,125,36,4,2,9/6/2023 13:13,Oregon,Martinezberg,Cash
12264,fa1d3c27,61,52,11,5,12/23/2022 14:25,Oregon,Kyletown,Credit Card
12265,a3a9917e,59,486,3,4,1/31/2020 22:50,Wisconsin,West Frank,Cash
12266,5a7809c4,19,199,10,5,12/4/2022 0:46,Ohio,Miaport,Debit Card
12267,40cd682b,141,196,8,2,9/26/2020 17:04,Oklahoma,Devonburgh,Mobile Payment
12268,b95f5c85,94,499,12,2,1/9/2024 13:39,Iowa,West Richard,Credit Card
12269,085c6ca1,34,497,11,4,12/3/2025 2:43,Kentucky,East Madison,Mobile Payment
12270,25f9fe0f,75,1,11,2,9/13/2024 1:22,West Virginia,Wattsville,Credit Card
12271,bdae0af3,141,189,2,3,4/2/2023 5:13,Michigan,New Linda,Debit Card
12272,fc3f18b9,59,182,11,4,7/25/2022 13:00,Virginia,Johnsonburgh,Debit Card
12273,53b57097,113,484,5,4,11/29/2021 8:41,Hawaii,South Elizabethborough,Credit Card
12274,2871ae18,144,1,5,2,11/23/2025 3:57,Alabama,Danaport,Credit Card
12275,4c53b81f,92,426,3,4,5/13/2020 16:51,Maine,Gregorychester,Debit Card
12276,411b7ecf,2,230,13,4,9/8/2021 17:12,West Virginia,Ashleyton,Mobile Payment
12277,84f71dae,45,156,10,4,1/25/2021 9:59,Hawaii,West Malikberg,Cash
12278,a59d87a3,78,251,2,3,6/15/2023 20:06,Wisconsin,Mooreport,Mobile Payment
12279,01f4e0e7,42,251,7,3,12/6/2021 13:10,Virginia,Singhview,Debit Card
12280,8d7fa40d,136,327,7,2,6/10/2020 1:40,Wyoming,New Lindastad,Debit Card
12281,f55c03aa,93,130,13,2,9/5/2020 23:51,South Carolina,Janetberg,Mobile Payment
12282,6d79f3fc,97,237,6,3,5/8/2025 10:58,Washington,Port Yolanda,Cash
12283,93f7ca27,134,363,3,2,11/11/2022 15:06,Alaska,Woodchester,Credit Card
12284,ba4dfc5a,113,362,2,5,10/17/2025 21:01,California,Debrachester,Mobile Payment
12285,14e6f86c,131,498,13,2,1/24/2023 9:35,Georgia,Kristifurt,Debit Card
12286,371a781c,83,63,10,1,5/9/2021 17:11,North Carolina,West Bailey,Debit Card
12287,d92adf4d,108,117,9,4,1/21/2025 2:27,Connecticut,Laneview,Mobile Payment
12288,a1448d4c,143,9,10,3,4/10/2023 23:20,Illinois,Karafort,Debit Card
12289,bc5b35f6,31,370,3,4,2/23/2022 14:24,North Dakota,East Scott,Credit Card
12290,e949d2c5,52,376,15,2,9/7/2023 21:15,Delaware,Bentleyberg,Mobile Payment
12291,f687922b,58,28,7,5,5/17/2022 10:02,Michigan,Justinmouth,Credit Card
12292,a3198f79,51,70,3,3,5/26/2020 19:57,Mississippi,Timothyside,Mobile Payment
12293,ad02c559,29,316,10,1,5/5/2024 23:31,California,Lake Luis,Debit Card
12294,8afb09cd,55,303,10,5,12/13/2025 7:36,Minnesota,Lewisberg,Credit Card
12295,6bbf1cc2,114,384,5,1,9/17/2024 1:27,Massachusetts,Thomasstad,Cash
12296,2ba5c847,95,443,5,5,7/27/2020 8:06,Georgia,Laurahaven,Debit Card
12297,4eaf9e6e,136,289,10,2,9/14/2021 9:15,Oklahoma,North Michael,Cash
12298,29ae0564,16,60,4,5,9/24/2020 8:45,Georgia,Silvaburgh,Debit Card
12299,0ec556d2,81,362,8,4,6/28/2023 0:41,Colorado,Rogersport,Debit Card
12300,22602b89,23,239,4,5,2/24/2022 4:48,Delaware,South Janiceport,Mobile Payment
12301,97e64131,14,318,2,1,9/2/2020 21:16,North Carolina,New Erica,Credit Card
12302,dda40553,143,240,5,4,4/27/2024 19:20,Rhode Island,Tylermouth,Mobile Payment
12303,1ab3f7f7,75,401,5,1,9/6/2023 9:23,Texas,South Danburgh,Mobile Payment
12304,87e72482,60,287,11,5,7/25/2023 4:10,Alabama,New Sandra,Mobile Payment
12305,45b59d4a,99,440,3,1,3/12/2023 1:52,Utah,East Stephanie,Cash
12306,49cb92a2,60,55,11,5,10/25/2023 6:44,West Virginia,Timothyland,Mobile Payment
12307,b42ef1c2,111,443,13,3,7/24/2021 0:14,Tennessee,West Danielburgh,Debit Card
12308,2cf5e609,92,325,8,1,1/9/2020 19:02,West Virginia,North Vanessa,Credit Card
12309,a42b96a8,1,196,12,4,11/2/2023 6:57,Wyoming,Tinatown,Credit Card
12310,dfb3d62a,105,356,4,3,5/24/2024 18:14,Arizona,Newtonburgh,Credit Card
12311,9ef67e98,105,57,7,3,2/26/2021 8:48,Louisiana,Port Dwayne,Credit Card
12312,51c6a4d3,119,45,2,4,1/12/2022 7:30,Connecticut,Waltersville,Debit Card
12313,b9192114,30,98,1,3,10/1/2025 16:17,Oklahoma,South Cristian,Mobile Payment
12314,c1ed3b04,57,105,6,2,11/18/2022 2:50,Washington,Evansfurt,Cash
12315,0d97eba4,113,160,1,1,1/19/2021 16:16,Massachusetts,Michellefurt,Credit Card
12316,b7d4f2c0,142,365,1,4,7/10/2024 0:02,Missouri,Port Scott,Credit Card
12317,b32a2a7f,142,371,8,3,7/28/2023 6:50,Arizona,West Jessicamouth,Cash
12318,356bd5df,44,323,13,2,2/4/2023 5:54,Wyoming,Sanchezfurt,Mobile Payment
12319,b32f0eb7,56,408,11,1,8/6/2021 5:26,Washington,Garciastad,Cash
12320,15a8c394,78,144,6,4,11/7/2022 19:34,Idaho,Arnoldmouth,Mobile Payment
12321,cb728bfc,141,444,6,3,1/3/2021 13:20,North Carolina,New Mckenzie,Credit Card
12322,4ea75544,144,384,2,4,9/1/2021 21:24,Illinois,Campbellview,Debit Card
12323,973fbc8e,52,454,2,4,11/29/2022 6:24,Indiana,Barbaraberg,Mobile Payment
12324,4e2f8563,11,45,7,4,9/22/2024 22:55,Ohio,Brendaborough,Credit Card
12325,ada6a0fe,118,27,12,1,8/7/2022 19:01,Missouri,Melissaville,Credit Card
12326,160b8f83,81,138,9,5,3/21/2020 9:39,Michigan,North Samuel,Cash
12327,a3ca5e8e,11,364,13,5,6/15/2024 0:03,Ohio,Olsenton,Debit Card
12328,db1b245d,11,341,14,5,2/6/2021 5:46,Utah,Jennifermouth,Debit Card
12329,e475e355,113,486,13,2,5/19/2025 7:47,Texas,Shirleyhaven,Credit Card
12330,ad250d5e,90,176,2,2,10/20/2025 18:29,Rhode Island,East Rhondaburgh,Credit Card
12331,6e61946e,105,284,11,5,5/9/2023 21:23,Wyoming,Kruegershire,Mobile Payment
12332,fd86dded,150,47,3,2,2/8/2023 0:39,Hawaii,West Karen,Mobile Payment
12333,c4b594da,85,63,1,1,3/25/2021 2:57,Montana,Morseview,Cash
12334,6f6d9cc0,69,191,8,1,12/20/2025 23:14,Arizona,Kathleenside,Mobile Payment
12335,0f144ca9,102,401,1,1,11/15/2021 7:30,Nebraska,South Robinborough,Credit Card
12336,7cff4e6d,128,462,11,5,5/13/2024 13:57,Maine,West Bradley,Debit Card
12337,d321ca67,82,123,1,1,11/12/2021 14:09,Maine,Lake Brandy,Mobile Payment
12338,89a55b8c,36,116,10,3,12/20/2020 18:21,Michigan,Rebeccaside,Credit Card
12339,d630abb7,93,211,4,1,12/30/2023 10:32,South Carolina,South Hannah,Debit Card
12340,7bccad30,123,16,10,3,3/19/2020 17:42,Iowa,Christinebury,Mobile Payment
12341,8bd374bd,120,364,15,5,6/27/2025 15:44,Vermont,Chenshire,Credit Card
12342,32135590,127,352,13,5,3/25/2021 21:51,Vermont,Lake David,Mobile Payment
12343,5cef8335,16,191,15,1,2/27/2023 22:47,West Virginia,New Scott,Debit Card
12344,d2217220,80,135,2,2,6/15/2025 3:24,California,New Emilyberg,Debit Card
12345,baa7f263,17,479,11,4,3/13/2023 22:26,Minnesota,Port Lori,Cash
12346,c428ee13,57,393,3,2,1/19/2021 1:07,Colorado,Lake Ryanburgh,Credit Card
12347,71a5949c,34,165,10,4,3/17/2021 23:56,Arizona,Valeriemouth,Debit Card
12348,f3dde50a,15,152,3,4,6/27/2022 21:30,Wisconsin,Johnsonmouth,Credit Card
12349,b0023301,21,101,15,2,3/24/2023 9:27,Texas,South Jason,Debit Card
12350,591d2e79,59,103,12,3,6/26/2024 16:37,New Mexico,North Melissamouth,Debit Card
12351,e2c13127,8,123,12,4,7/24/2022 9:53,New York,East Kara,Cash
12352,03e744e9,22,28,5,4,4/29/2023 6:29,Kentucky,Ramirezmouth,Mobile Payment
12353,1c87e38f,29,100,5,1,4/18/2025 14:04,Minnesota,Port Gabriella,Debit Card
12354,dd9580ef,105,424,13,4,4/27/2023 10:37,Colorado,Colehaven,Debit Card
12355,2038602f,51,304,8,2,9/21/2024 8:21,Colorado,South Monique,Cash
12356,516aa1ae,42,384,13,2,7/24/2023 3:59,Kansas,East Jonathan,Mobile Payment
12357,b2cfa7dd,136,87,5,1,10/14/2021 5:50,Massachusetts,Millerburgh,Cash
12358,ed4bc541,62,20,5,4,8/4/2021 22:30,Wyoming,Alisonburgh,Mobile Payment
12359,b0ecb067,139,482,3,4,10/13/2024 10:43,Virginia,Port Bernardberg,Cash
12360,9ce33864,113,1,1,4,1/1/2024 3:42,Pennsylvania,East Nicholasmouth,Mobile Payment
12361,ae852c5c,23,253,12,1,9/3/2023 9:44,Oregon,Mccarthyport,Credit Card
12362,e4851692,9,198,11,4,6/9/2024 6:25,Colorado,Port Michelle,Debit Card
12363,122b8bb1,87,31,15,5,7/7/2022 6:36,Wisconsin,Johnsontown,Cash
12364,78e61210,2,486,2,5,5/20/2024 7:06,Utah,Mccoybury,Credit Card
12365,4210d687,36,123,11,1,10/18/2025 11:07,Alaska,North Michelle,Cash
12366,7ba0d6ec,78,354,5,2,2/17/2022 7:43,Michigan,Johnsonfort,Debit Card
12367,1f758cd2,69,48,13,2,10/8/2025 15:28,Indiana,South Justin,Credit Card
12368,397a1dc9,82,135,6,1,1/6/2021 11:06,Oregon,Jenningston,Debit Card
12369,a5e79482,124,91,14,2,7/10/2022 20:58,Kentucky,East Tammyshire,Credit Card
12370,6391e9a9,16,165,3,3,11/25/2025 17:04,Connecticut,Lake Marthafort,Debit Card
12371,fd29c13f,140,371,11,5,7/21/2024 19:39,New Hampshire,North Corychester,Credit Card
12372,031e638a,72,260,4,1,1/20/2022 14:19,Pennsylvania,Juliefort,Mobile Payment
12373,6a0e4b86,18,450,7,3,7/1/2022 17:46,Delaware,Michaelside,Mobile Payment
12374,1c5381cd,146,161,7,4,11/10/2024 10:55,Ohio,South David,Mobile Payment
12375,1b076b7a,78,395,8,1,2/18/2020 2:38,South Dakota,Buckside,Mobile Payment
12376,ff5dc240,31,109,5,2,5/19/2025 23:59,Utah,Jamiemouth,Credit Card
12377,c4453728,61,338,4,3,11/8/2024 0:18,Connecticut,North Michellebury,Debit Card
12378,cb16a3a0,122,256,7,4,11/28/2022 0:53,Nebraska,Olsonhaven,Debit Card
12379,70653419,53,482,14,3,11/13/2025 2:08,New Jersey,West Maryhaven,Cash
12380,c7a17c0b,113,61,2,1,8/24/2021 21:27,Indiana,North Robertport,Cash
12381,230ee6ff,41,229,7,5,12/3/2023 6:46,New Mexico,Paulahaven,Cash
12382,2c04fbf8,43,224,11,3,7/18/2025 5:24,Utah,Michaelville,Credit Card
12383,a98711b4,124,417,8,1,7/30/2021 20:58,Kentucky,East Heather,Credit Card
12384,ee2ccae2,70,82,5,5,6/12/2025 17:40,Wyoming,Smithmouth,Credit Card
12385,6a6fb27d,52,109,14,2,8/13/2021 8:17,Indiana,Wrightview,Cash
12386,5cf6d30e,70,26,2,2,10/26/2020 9:34,New Mexico,East Kevin,Cash
12387,20b67553,27,339,8,5,2/19/2020 13:02,Wyoming,New Laurenberg,Cash
12388,f969dbc2,64,500,9,2,11/26/2021 9:53,West Virginia,Jenniferland,Debit Card
12389,265668d1,135,61,4,5,4/19/2020 3:11,Virginia,East Kaylastad,Debit Card
12390,acc4e27b,95,447,6,2,3/19/2025 12:06,Virginia,Baileymouth,Mobile Payment
12391,fb926a50,78,148,13,3,3/15/2020 7:39,South Carolina,South Meganberg,Debit Card
12392,1f1a93f4,102,454,11,1,1/10/2021 20:37,Virginia,Lake Ericshire,Cash
12393,437fcc52,79,225,1,1,8/19/2020 19:28,Louisiana,New Scottton,Debit Card
12394,72d5e8be,82,262,14,5,1/29/2025 20:24,Rhode Island,East Bruce,Credit Card
12395,2f6cd0a8,141,429,2,4,2/23/2025 7:00,Missouri,Priceville,Cash
12396,3373487a,42,342,4,3,10/18/2020 15:48,Indiana,Bakerside,Mobile Payment
12397,ac4f9039,37,167,6,4,5/5/2023 5:06,New Jersey,Michaelburgh,Credit Card
12398,6fdb7efa,11,445,10,5,2/14/2021 5:55,Kansas,North William,Debit Card
12399,194ebf5b,23,32,7,3,6/17/2025 21:51,Illinois,East Jennifer,Credit Card
12400,c2861de2,65,235,5,5,4/28/2021 10:59,North Carolina,Williamville,Cash
12401,2c9e0343,111,340,15,4,3/5/2021 2:59,Michigan,Millerburgh,Mobile Payment
12402,a5b5a8e3,25,230,2,1,5/11/2023 22:26,Idaho,Rachelhaven,Mobile Payment
12403,5345ba8e,138,142,4,1,8/11/2024 17:05,Oregon,Nelsonville,Debit Card
12404,8082958b,141,300,13,3,7/26/2025 9:09,New Jersey,West Kimberly,Cash
12405,a611e170,12,222,11,3,4/26/2024 23:27,Utah,Leachberg,Credit Card
12406,1cacbd3e,23,218,1,4,5/1/2025 20:17,Kentucky,Port Tina,Mobile Payment
12407,922bba5b,86,239,10,1,5/8/2020 21:47,Michigan,Greenemouth,Credit Card
12408,c9524333,71,485,13,3,9/15/2023 16:46,Alabama,Lake Jeffreyborough,Cash
12409,4a64e4ec,100,370,6,4,10/31/2021 20:30,Connecticut,Jenniferhaven,Debit Card
12410,361fba54,7,119,1,2,5/30/2023 14:26,Missouri,North Kaitlin,Credit Card
12411,9b213d11,80,357,14,4,10/20/2023 5:34,Kansas,Port Kimberlyfort,Cash
12412,ad77bfca,46,413,12,3,9/15/2021 22:46,Vermont,New Damon,Cash
12413,bfce670c,110,75,7,2,9/24/2020 14:22,Montana,New Stacey,Mobile Payment
12414,41ea0c52,25,304,4,2,5/23/2022 3:45,New Jersey,West Jamesview,Cash
12415,78cfade7,138,227,2,1,2/26/2022 9:03,Illinois,South Laurie,Credit Card
12416,6eedce87,38,179,2,5,4/30/2021 17:59,Minnesota,Tammyfort,Mobile Payment
12417,59c0b84e,120,322,4,4,3/1/2021 12:00,Nebraska,Washingtonberg,Cash
12418,6548616,31,364,2,1,6/6/2020 5:19,Georgia,South Juanborough,Debit Card
12419,ce9a37e8,121,449,5,5,11/28/2025 5:41,Oregon,South Emilybury,Credit Card
12420,672c3468,139,375,13,2,6/10/2023 5:28,California,West Zachary,Credit Card
12421,fca6fdbe,78,404,11,4,11/22/2025 3:35,Wisconsin,Christyfurt,Credit Card
12422,c6f9f373,53,355,13,3,12/10/2024 18:29,South Carolina,West John,Debit Card
12423,1b647d0b,39,383,8,1,4/8/2025 16:26,Oklahoma,Bryanchester,Mobile Payment
12424,1ab871db,27,311,12,1,5/12/2023 13:56,Colorado,East Williammouth,Mobile Payment
12425,11a5a449,110,167,8,2,9/9/2021 6:28,Mississippi,Lake Anthony,Cash
12426,4c0b72f5,87,122,6,5,5/31/2020 18:11,Delaware,South Nicoletown,Debit Card
12427,1b0d5a32,109,253,9,2,6/5/2025 14:09,Rhode Island,Richardville,Cash
12428,1fc51941,49,244,9,2,11/19/2023 9:52,Minnesota,Olsonstad,Cash
12429,fb7a4cd5,61,353,7,4,8/19/2020 12:08,Wyoming,East Melissa,Debit Card
12430,92539030,2,112,12,4,9/15/2023 11:36,New Hampshire,Lake Jennifer,Mobile Payment
12431,af7e5a4f,56,190,4,2,9/11/2020 10:35,Colorado,South Andrewside,Debit Card
12432,73cc154c,124,291,13,3,4/5/2025 6:09,Arkansas,Port Michael,Cash
12433,3c748c22,132,267,8,4,3/19/2020 1:10,Louisiana,Lake Waynetown,Credit Card
12434,51f2a78c,12,92,10,4,12/7/2022 8:57,Alaska,New Angela,Mobile Payment
12435,6edb7ae0,115,116,15,2,10/14/2023 1:43,New Mexico,North Sheilamouth,Mobile Payment
12436,65ca2805,36,375,6,4,10/26/2020 18:18,New York,Theresaton,Credit Card
12437,bb3ce91f,135,142,1,1,8/28/2025 22:44,South Dakota,Lake Deanna,Mobile Payment
12438,bb661e19,7,153,8,4,10/1/2021 13:58,New Mexico,Port Connie,Mobile Payment
12439,6a2bcd6f,144,273,6,2,8/16/2023 16:58,Illinois,Chelsealand,Credit Card
12440,eac68cca,125,350,9,5,7/11/2024 17:40,Kansas,Kathyview,Mobile Payment
12441,50f4d7a5,143,177,6,2,7/13/2020 8:26,Rhode Island,Ashleyland,Debit Card
12442,45d2dd83,65,456,6,2,1/6/2022 2:37,Kansas,Reginamouth,Mobile Payment
12443,7f24ac49,53,419,4,5,3/8/2021 3:49,Georgia,Lake Anitashire,Mobile Payment
12444,b3cd2075,119,325,1,3,12/19/2023 7:10,New York,Connieland,Credit Card
12445,cf61951f,81,345,3,2,7/7/2022 1:06,Missouri,Walkertown,Debit Card
12446,ad80960a,27,464,9,5,1/1/2025 19:57,Alabama,Port Gary,Cash
12447,857e5967,26,25,8,2,5/6/2021 18:11,Utah,South Jessicaview,Debit Card
12448,18596ca7,30,368,7,3,9/14/2021 17:14,Colorado,South Catherine,Credit Card
12449,44d375b5,100,395,5,2,10/18/2024 22:09,Virginia,Younghaven,Credit Card
12450,d4ef26d6,28,140,3,2,1/5/2025 23:41,Alaska,Palmermouth,Cash
12451,a2ca1082,109,480,5,2,7/25/2022 9:50,Minnesota,South Brian,Debit Card
12452,19c755ad,100,500,8,4,6/30/2020 12:25,Delaware,Mauriceville,Credit Card
12453,c1d15958,29,151,12,4,11/5/2020 12:44,Iowa,Port Abigail,Credit Card
12454,2c7dbc7c,32,353,7,2,5/12/2024 16:13,Michigan,Patriciahaven,Credit Card
12455,0608d574,128,9,11,5,8/14/2023 7:00,Oklahoma,Port Davidland,Mobile Payment
12456,c9f204c1,135,372,5,1,11/27/2025 18:13,West Virginia,East Jason,Mobile Payment
12457,df95630e,71,266,11,1,10/31/2024 11:10,Oklahoma,Velezfurt,Cash
12458,867f2cb8,24,278,2,2,2/13/2020 7:50,Delaware,North Garymouth,Cash
12459,5653b311,124,420,15,2,10/12/2023 10:05,Illinois,Harrisstad,Debit Card
12460,b1b3ea17,142,357,10,3,10/17/2024 7:18,Kansas,Joelfort,Mobile Payment
12461,33c4bd85,119,95,1,3,2/18/2024 4:06,Alabama,Jonesberg,Cash
12462,08002af1,59,318,2,2,7/12/2021 20:15,New Hampshire,Josephhaven,Debit Card
12463,093d2648,72,77,14,4,8/19/2024 20:41,Kentucky,Lake Tonyberg,Credit Card
12464,9ef94e87,130,441,10,5,1/25/2020 10:53,New York,Morrismouth,Mobile Payment
12465,d53d78e7,94,157,5,4,1/9/2023 12:33,Connecticut,Lake Kyle,Debit Card
12466,e1e7b0d4,120,180,6,1,1/13/2022 13:24,Wisconsin,Joshuamouth,Debit Card
12467,e28fe843,40,416,3,5,6/28/2022 20:39,Montana,Lake Rachelberg,Credit Card
12468,e507ada2,33,326,4,4,6/1/2020 5:38,Maine,Jamesville,Cash
12469,e8b5e73c,16,14,12,1,10/21/2021 14:06,Ohio,South Earl,Debit Card
12470,cc21343b,129,231,2,1,6/18/2020 19:24,Oklahoma,Stevensville,Mobile Payment
12471,07d15f75,142,486,15,5,2/6/2023 14:18,North Dakota,South Kimberly,Cash
12472,6ddad8d5,50,343,10,1,2/25/2022 17:08,Michigan,South Tinafort,Debit Card
12473,204dbeeb,113,487,3,1,1/19/2024 15:14,Alabama,Anthonyberg,Cash
12474,7fbb96ae,143,35,15,5,5/24/2023 19:29,Mississippi,North Theresa,Debit Card
12475,199b648d,54,53,11,3,4/12/2021 11:19,Idaho,Port Valerie,Cash
12476,05664b2c,25,189,7,2,7/31/2025 7:42,Louisiana,Smithshire,Debit Card
12477,e4b502c5,100,132,1,1,1/18/2023 4:17,Utah,North Susan,Credit Card
12478,fd6742b9,38,386,14,1,8/19/2023 0:54,Illinois,Paulafurt,Mobile Payment
12479,be6e958a,63,26,4,4,2/29/2020 5:07,Louisiana,Carterhaven,Mobile Payment
12480,376bdf41,148,2,14,2,11/25/2020 17:49,Idaho,East Steve,Cash
12481,3cdede61,79,222,11,4,7/23/2023 4:24,New Jersey,North Katiemouth,Debit Card
12482,cc8a618f,112,469,8,2,5/22/2021 18:46,Pennsylvania,New Veronica,Credit Card
12483,01066cfc,52,469,6,4,3/23/2024 12:27,North Carolina,South Marc,Debit Card
12484,8d265871,108,335,8,4,10/4/2022 0:47,Maine,Port Ashley,Credit Card
12485,dd8c8890,23,11,15,2,1/18/2024 10:01,Mississippi,West Christineport,Debit Card
12486,cf4aa79a,29,243,2,1,10/7/2020 9:05,Nevada,Martinezburgh,Cash
12487,43b2b48e,120,242,7,4,10/17/2023 1:27,Arkansas,New Danielletown,Cash
12488,36a79426,33,428,9,3,10/20/2024 9:01,Kentucky,West Donald,Credit Card
12489,c336db55,36,478,13,1,9/1/2020 0:32,Idaho,North Christopher,Cash
12490,ecfc9e6a,142,452,5,2,4/5/2022 14:35,Missouri,Tammyland,Cash
12491,dbf4c339,117,424,12,2,9/2/2025 23:48,Maryland,West Denisebury,Debit Card
12492,7364ff63,61,305,12,1,1/3/2023 8:45,Oklahoma,Garciaborough,Cash
12493,a2a35cc3,150,382,8,5,8/21/2023 3:17,North Dakota,Tamiview,Mobile Payment
12494,db21ec99,110,320,6,5,4/3/2023 13:17,Delaware,Port Melissa,Cash
12495,a87a000a,129,269,4,2,10/18/2025 23:12,California,Maryport,Debit Card
12496,141b28e1,42,21,1,2,8/12/2024 0:05,South Carolina,Joneschester,Mobile Payment
12497,98b27314,123,474,15,1,9/18/2025 12:55,North Carolina,West Vanessastad,Cash
12498,d405f0d3,24,219,5,3,6/18/2022 11:24,Michigan,North Henryborough,Credit Card
12499,ebf52c3d,142,275,9,4,2/20/2022 2:51,Nevada,Port Tinahaven,Mobile Payment
12500,8f055e43,66,326,5,5,2/26/2023 4:17,Maryland,East Gregory,Credit Card
12501,a542967b,104,155,2,1,3/29/2022 8:21,Maryland,South Patrickhaven,Credit Card
12502,9fef5e33,44,330,6,1,12/3/2024 13:11,Louisiana,Anneshire,Mobile Payment
12503,11fc44cc,1,430,14,5,5/4/2023 15:33,South Carolina,Lesliefort,Debit Card
12504,4a6fd70d,122,145,9,4,5/6/2021 18:59,Montana,Curtisview,Cash
12505,71e762b1,116,342,6,1,9/17/2024 6:40,Wyoming,Lake Johnview,Cash
12506,f07ce3b8,119,349,13,1,11/7/2021 22:57,Rhode Island,Wadeburgh,Debit Card
12507,29c77ab7,8,473,12,2,9/14/2024 11:03,Montana,Rachelton,Cash
12508,c5377489,96,146,9,3,3/7/2022 15:06,Mississippi,Lake Jessicaport,Debit Card
12509,9dbb051e,51,101,3,4,7/13/2023 2:39,Arizona,Lake Taylor,Cash
12510,af005f2c,34,4,7,4,12/7/2025 7:48,Illinois,Sarahburgh,Cash
12511,1bd2fac4,136,471,10,2,1/26/2024 13:40,Tennessee,South Chadtown,Mobile Payment
12512,a87b0991,135,441,7,3,2/1/2025 11:22,Vermont,Lauriemouth,Cash
12513,76f49004,46,210,8,1,6/11/2021 12:30,Mississippi,Port Samuelbury,Debit Card
12514,1eb9b413,83,179,9,3,6/29/2021 3:14,Kansas,Westborough,Cash
12515,06e2f252,82,414,11,1,12/15/2022 1:13,Indiana,Port Karenburgh,Debit Card
12516,36002536,105,325,14,5,8/17/2023 11:28,Idaho,Martinchester,Credit Card
12517,025acc60,89,178,4,5,5/7/2024 1:46,Massachusetts,North Joshua,Debit Card
12518,9939aeda,142,201,1,1,9/15/2025 7:50,Delaware,North Justinfort,Credit Card
12519,07e98703,37,463,14,1,12/13/2022 8:00,North Carolina,Owensshire,Debit Card
12520,afd3030b,42,164,5,5,10/30/2021 21:39,Rhode Island,Barbarashire,Credit Card
12521,29c7952f,146,13,2,2,6/23/2021 7:50,South Carolina,Joseberg,Debit Card
12522,4407bd5f,18,321,8,3,4/15/2022 14:37,Indiana,Sheilaberg,Debit Card
12523,e5be1948,51,432,13,5,4/1/2022 7:01,Mississippi,South Gregoryport,Credit Card
12524,fa3b32e0,70,153,11,5,7/29/2020 10:32,Connecticut,Annview,Cash
12525,bca7dbdc,141,39,10,1,6/29/2024 3:59,Hawaii,New Dennisborough,Credit Card
12526,3eb2d794,36,189,2,1,6/25/2023 17:45,Florida,East Tracy,Debit Card
12527,75ef1d47,56,164,14,1,9/21/2021 17:28,New Hampshire,West Joelville,Mobile Payment
12528,a313ddae,96,114,12,1,7/17/2024 23:38,Arizona,North Calebborough,Mobile Payment
12529,11d4cce0,102,36,2,1,9/23/2020 8:57,Wisconsin,Jonesstad,Cash
12530,3e774edd,44,383,2,4,2/17/2020 7:02,Oklahoma,North Joseph,Cash
12531,80af7dfb,135,81,6,1,12/26/2022 6:32,West Virginia,New Robert,Credit Card
12532,1acd8d6b,106,439,5,5,8/13/2024 11:44,South Carolina,Churchside,Credit Card
12533,ca6f87f8,37,395,9,2,12/26/2025 0:35,South Carolina,Meganton,Credit Card
12534,1ad54e0b,15,411,6,5,12/23/2020 2:27,Oregon,Moorebury,Debit Card
12535,5eaad1c6,68,75,5,3,2/18/2024 10:08,Florida,New Rebecca,Mobile Payment
